recommended_structure,roof_area,region,installation_cost,payback_period
Recharge Well,31.05,Punjab,17315.7,19.92
Recharge Well,27.63,Karnataka,16288.68,14.74
Recharge Well,21.58,West Bengal,14475.19,11.18
Cistern,30.15,Karnataka,12538.41,11.09
Recharge Well,26.13,Gujarat,15837.71,25.26
Cistern,77.86,Tamil Nadu,24466.14,9.31
Recharge Well,17.84,Karnataka,13353.49,18.71
Rainwater Barrel,40.29,Rajasthan,5029.47,9.99
Recharge Well,79.72,Punjab,31916.36,14.3
Recharge Pit,48.78,Tamil Nadu,9316.79,7.07
Recharge Well,18.88,Delhi NCR,13662.63,22.62
Infiltration Trench,15.32,Gujarat,7063.01,21.96
Recharge Well,37.99,West Bengal,19395.61,8.51
Recharge Pit,35.7,Tamil Nadu,7355.59,7.63
Recharge Pit,61.33,Karnataka,11198.91,6.09
Cistern,43.56,Punjab,15890.92,13.9
Rainwater Barrel,25.99,Punjab,3598.66,7.91
Recharge Well,25.12,Punjab,15535.84,22.09
Cistern,17.23,Tamil Nadu,9308.66,16.0
Rainwater Barrel,35.33,Punjab,4532.82,7.33
Recharge Well,16.41,Karnataka,12922.43,19.69
Infiltration Trench,52.2,West Bengal,14439.09,5.27
Recharge Well,44.46,Tamil Nadu,21337.84,13.33
Recharge Pit,43.76,Punjab,8564.05,9.32
Recharge Pit,17.1,Delhi NCR,4565.02,11.12
Infiltration Trench,30.72,Delhi NCR,10144.64,11.79
Cistern,27.26,Rajasthan,11814.5,23.12
Rainwater Barrel,34.86,Punjab,4486.22,7.35
Recharge Well,43.13,Punjab,20939.49,17.34
Recharge Pit,25.62,Tamil Nadu,5842.34,8.45
Cistern,26.1,Tamil Nadu,11525.48,13.08
Infiltration Trench,46.52,Maharashtra,13304.76,6.81
Recharge Pit,18.83,West Bengal,4823.93,5.69
Infiltration Trench,22.8,Punjab,8559.58,15.32
Recharge Well,33.21,Rajasthan,17963.67,27.04
Rainwater Barrel,51.93,West Bengal,6192.81,3.18
Recharge Pit,20.4,Punjab,5060.24,11.81
Recharge Pit,81.03,West Bengal,14154.87,3.88
Recharge Well,16.86,Karnataka,13056.61,19.37
Cistern,71.89,Tamil Nadu,22972.54,9.47
Rainwater Barrel,60.33,Punjab,7032.79,6.66
Recharge Pit,16.2,West Bengal,4429.85,6.08
Rainwater Barrel,14.64,Tamil Nadu,2464.21,7.48
Recharge Pit,47.46,Punjab,9119.32,9.15
Rainwater Barrel,27.42,Gujarat,3742.07,9.1
Infiltration Trench,20.02,Tamil Nadu,8003.18,12.69
Recharge Pit,81.93,West Bengal,14289.32,3.88
Rainwater Barrel,18.23,Rajasthan,2822.96,12.39
Cistern,23.02,Gujarat,10755.96,20.76
Infiltration Trench,24.43,Karnataka,8885.95,10.39
Infiltration Trench,10.0,Punjab,6000.0,24.49
Cistern,34.66,Maharashtra,13665.85,8.76
Rainwater Barrel,20.99,Karnataka,3099.37,5.91
Recharge Well,49.66,Tamil Nadu,22899.02,12.81
Cistern,53.02,Gujarat,18254.5,15.3
Rainwater Barrel,37.18,Karnataka,4718.33,5.08
Cistern,37.39,Rajasthan,14348.62,20.46
Cistern,35.94,Maharashtra,13984.49,8.65
Recharge Pit,23.33,Tamil Nadu,5499.7,8.73
Rainwater Barrel,24.35,Gujarat,3435.13,9.4
Recharge Well,64.17,Karnataka,27252.5,10.62
Recharge Pit,47.83,Gujarat,9174.27,10.66
Cistern,36.71,Gujarat,14177.45,17.16
Cistern,44.7,Karnataka,16175.66,9.65
Cistern,32.12,Delhi NCR,13029.83,13.52
Rainwater Barrel,36.32,Punjab,4632.38,7.29
Rainwater Barrel,44.58,West Bengal,5457.88,3.26
Recharge Pit,11.74,Tamil Nadu,3760.75,11.87
Recharge Well,52.1,Tamil Nadu,23628.51,12.6
Recharge Pit,50.26,Maharashtra,9538.7,5.27
Infiltration Trench,22.41,Maharashtra,8482.67,9.01
Cistern,61.69,Maharashtra,20421.41,7.36
Cistern,10.93,Tamil Nadu,7732.04,20.96
Cistern,39.51,Gujarat,14876.74,16.74
Recharge Pit,33.78,Maharashtra,7067.49,5.81
Recharge Pit,28.37,Karnataka,6255.21,7.35
Cistern,33.44,Punjab,13359.42,15.22
Recharge Pit,44.32,Rajasthan,8647.53,13.01
Rainwater Barrel,13.43,Tamil Nadu,2342.63,7.75
Rainwater Barrel,54.62,Karnataka,6462.45,4.73
Recharge Pit,26.97,Punjab,6046.06,10.67
Cistern,55.02,Punjab,18755.41,12.99
Recharge Pit,45.68,Delhi NCR,8852.67,8.07
Recharge Pit,26.69,West Bengal,6004.2,5.0
Recharge Pit,31.83,Karnataka,6774.15,7.09
Infiltration Trench,32.78,Tamil Nadu,10555.29,10.22
Rainwater Barrel,73.93,Maharashtra,8393.08,3.78
Recharge Well,18.72,Gujarat,13617.04,30.3
Recharge Well,26.6,Maharashtra,15980.42,12.52
Infiltration Trench,15.01,Punjab,7002.57,19.04
Recharge Pit,35.23,Punjab,7284.8,9.85
Infiltration Trench,24.25,Rajasthan,8849.17,20.86
Infiltration Trench,25.76,Maharashtra,9152.47,8.46
Cistern,69.57,West Bengal,22392.7,5.72
Rainwater Barrel,21.94,West Bengal,3194.01,3.88
Recharge Well,30.58,Delhi NCR,17173.02,17.55
Recharge Pit,26.33,West Bengal,5949.46,5.02
Recharge Well,27.17,Punjab,16150.77,21.23
Recharge Well,132.41,Punjab,47722.67,12.87
Rainwater Barrel,13.91,West Bengal,2390.87,4.58
Recharge Well,45.7,Gujarat,21709.12,19.79
Recharge Well,111.46,Gujarat,41438.7,15.49
Infiltration Trench,56.8,West Bengal,15360.07,5.15
Rainwater Barrel,33.9,Rajasthan,4390.19,10.36
Cistern,18.42,Karnataka,9605.82,13.9
Recharge Pit,63.59,Rajasthan,11537.84,12.1
Recharge Well,52.91,Rajasthan,23874.28,22.56
Recharge Pit,15.41,West Bengal,4311.82,6.22
Cistern,28.22,Gujarat,12053.79,18.99
Recharge Pit,18.12,Maharashtra,4717.83,7.23
Cistern,10.0,Maharashtra,7500.0,16.67
Infiltration Trench,17.91,West Bengal,7581.86,8.06
Recharge Well,34.91,Maharashtra,18472.44,11.02
Cistern,44.26,Karnataka,16065.87,9.68
Recharge Pit,28.17,Gujarat,6225.6,12.28
Recharge Well,65.83,West Bengal,27748.74,7.03
Infiltration Trench,55.41,Delhi NCR,15081.56,9.72
Recharge Well,31.1,Tamil Nadu,17331.43,15.48
Cistern,29.19,Tamil Nadu,12296.57,12.48
Infiltration Trench,40.1,West Bengal,12019.95,5.71
Recharge Pit,32.82,West Bengal,6923.19,4.69
Infiltration Trench,16.23,Delhi NCR,7246.96,15.94
Infiltration Trench,28.57,Maharashtra,9713.72,8.1
Rainwater Barrel,46.19,Tamil Nadu,5619.09,5.41
Infiltration Trench,63.9,Karnataka,16780.65,7.5
Infiltration Trench,53.52,West Bengal,14704.28,5.23
Recharge Well,39.14,Gujarat,19742.07,21.02
Recharge Pit,68.63,Tamil Nadu,12294.05,6.63
Recharge Well,40.93,Karnataka,20280.38,12.39
Recharge Well,31.68,Gujarat,17504.37,23.02
Cistern,69.36,West Bengal,22340.79,5.73
Recharge Well,47.47,Karnataka,22241.45,11.71
Rainwater Barrel,63.5,Delhi NCR,7349.76,5.79
Rainwater Barrel,18.29,West Bengal,2828.71,4.12
Cistern,21.54,Rajasthan,10384.75,25.71
Recharge Pit,22.01,Delhi NCR,5300.84,10.04
Recharge Pit,36.27,Tamil Nadu,7439.94,7.6
Recharge Well,82.45,Gujarat,32734.57,16.54
Recharge Well,18.74,Karnataka,13621.25,18.17
Recharge Well,52.07,Tamil Nadu,23622.46,12.6
Recharge Pit,18.15,Tamil Nadu,4722.62,9.64
Infiltration Trench,95.47,West Bengal,23093.0,4.61
Rainwater Barrel,14.9,Rajasthan,2490.47,13.37
Infiltration Trench,47.95,Maharashtra,13589.92,6.75
Infiltration Trench,51.43,Tamil Nadu,14285.65,8.82
Recharge Pit,45.15,Rajasthan,8772.58,12.95
Infiltration Trench,21.36,Gujarat,8271.38,18.44
Cistern,19.53,Gujarat,9881.9,22.49
Recharge Well,62.56,Karnataka,26769.39,10.7
Cistern,55.94,Maharashtra,18983.93,7.54
Rainwater Barrel,55.56,Rajasthan,6555.54,9.44
Recharge Well,59.03,Delhi NCR,25707.94,13.61
Infiltration Trench,15.36,Gujarat,7072.59,21.92
Rainwater Barrel,15.14,West Bengal,2513.51,4.43
Recharge Well,23.67,Maharashtra,15101.92,13.29
Infiltration Trench,26.05,Karnataka,9210.84,10.1
Cistern,24.7,Delhi NCR,11175.59,15.08
Recharge Well,38.04,Gujarat,19413.26,21.26
Infiltration Trench,57.84,Gujarat,15567.36,12.82
Cistern,28.59,Karnataka,12147.11,11.33
Rainwater Barrel,22.03,Karnataka,3202.86,5.82
Rainwater Barrel,49.72,Punjab,5972.27,6.86
Rainwater Barrel,28.76,West Bengal,3876.09,3.59
Rainwater Barrel,34.94,Tamil Nadu,4494.11,5.72
Recharge Pit,28.04,Tamil Nadu,6206.55,8.2
Recharge Well,39.25,Delhi NCR,19775.4,15.74
Recharge Well,19.95,Tamil Nadu,13983.92,19.47
Recharge Pit,47.61,Delhi NCR,9142.17,8.0
Infiltration Trench,32.58,Maharashtra,10515.43,7.69
Infiltration Trench,22.6,Gujarat,8519.51,17.95
Rainwater Barrel,43.18,Punjab,5318.38,7.04
Cistern,22.59,Punjab,10646.69,17.96
Infiltration Trench,23.09,West Bengal,8618.3,7.11
Cistern,18.16,West Bengal,9540.64,9.34
Recharge Well,14.13,Gujarat,12238.61,36.09
Cistern,43.26,Karnataka,15814.07,9.75
Recharge Well,59.31,West Bengal,25793.54,7.25
Recharge Pit,26.44,West Bengal,5965.29,5.01
Recharge Pit,22.21,Rajasthan,5332.24,16.0
Rainwater Barrel,13.38,Rajasthan,2338.12,13.98
Infiltration Trench,11.17,Tamil Nadu,6234.21,17.72
Rainwater Barrel,47.63,Karnataka,5762.54,4.84
Recharge Well,12.34,Delhi NCR,11702.56,29.63
Rainwater Barrel,18.69,Maharashtra,2869.08,5.12
Cistern,38.16,Punjab,14539.31,14.52
Recharge Well,34.63,Tamil Nadu,18390.38,14.75
Recharge Pit,38.95,West Bengal,7842.92,4.47
Infiltration Trench,33.23,Gujarat,10646.04,15.26
Recharge Well,27.7,Karnataka,16310.87,14.72
Recharge Well,18.75,West Bengal,13624.29,12.11
Cistern,24.12,Punjab,11029.32,17.42
Infiltration Trench,28.66,Delhi NCR,9731.85,12.13
Recharge Pit,12.87,Delhi NCR,3930.37,12.73
Recharge Well,22.35,Rajasthan,14705.04,32.9
Recharge Well,27.49,Tamil Nadu,16247.56,16.42
Cistern,23.47,West Bengal,10866.3,8.23
Rainwater Barrel,27.9,Gujarat,3790.27,9.06
Recharge Pit,46.26,Punjab,8939.6,9.2
Infiltration Trench,49.19,West Bengal,13838.52,5.36
Recharge Well,70.5,Maharashtra,29151.35,8.61
Recharge Well,15.58,Delhi NCR,12674.28,25.42
Recharge Pit,26.83,West Bengal,6024.93,4.99
Rainwater Barrel,61.18,Punjab,7117.81,6.65
Recharge Well,13.83,Gujarat,12150.21,36.6
Recharge Pit,18.39,Punjab,4758.72,12.32
Cistern,24.34,Tamil Nadu,11085.07,13.49
Rainwater Barrel,92.03,Rajasthan,10203.44,8.87
Infiltration Trench,20.34,Punjab,8068.59,16.19
Recharge Well,56.94,Karnataka,25080.5,11.01
Recharge Pit,32.66,West Bengal,6898.51,4.69
Cistern,18.67,Rajasthan,9666.82,27.62
Infiltration Trench,134.28,Gujarat,30855.59,10.94
Recharge Pit,36.5,Rajasthan,7475.06,13.65
Recharge Pit,39.97,Punjab,7995.33,9.53
Infiltration Trench,43.26,Punjab,12652.22,11.94
Cistern,41.62,Karnataka,15403.93,9.87
Cistern,97.13,Delhi NCR,29282.17,10.05
Rainwater Barrel,80.88,West Bengal,9088.04,3.0
Recharge Well,20.78,Karnataka,14235.31,17.12
Infiltration Trench,90.86,Punjab,22172.77,9.96
Infiltration Trench,23.33,Maharashtra,8666.9,8.84
Infiltration Trench,38.9,Rajasthan,11780.98,17.3
Cistern,16.03,Karnataka,9006.61,14.99
Recharge Well,55.61,Karnataka,24682.0,11.1
Rainwater Barrel,28.4,West Bengal,3839.8,3.61
Recharge Pit,18.64,Maharashtra,4795.85,7.15
Recharge Pit,59.99,Maharashtra,10999.15,5.09
Infiltration Trench,67.9,Maharashtra,17580.88,6.16
Recharge Well,69.07,West Bengal,28719.57,6.93
Cistern,15.46,Delhi NCR,8866.04,19.11
Recharge Well,72.73,Punjab,29819.38,14.64
Recharge Well,28.5,Punjab,16548.62,20.74
Cistern,92.37,Gujarat,28091.33,13.52
Infiltration Trench,45.26,West Bengal,13052.48,5.49
Recharge Well,37.55,Delhi NCR,19264.91,16.03
Recharge Pit,33.26,Gujarat,6988.53,11.67
Cistern,32.89,Gujarat,13222.5,17.87
Rainwater Barrel,23.58,Gujarat,3357.63,9.49
Infiltration Trench,19.41,West Bengal,7882.7,7.73
Cistern,27.62,Tamil Nadu,11905.89,12.77
Rainwater Barrel,60.07,Gujarat,7006.6,7.78
Rainwater Barrel,16.47,Karnataka,2647.24,6.43
Recharge Well,64.74,Rajasthan,27421.1,21.18
Recharge Well,35.58,Karnataka,18673.05,13.12
Recharge Well,48.95,Karnataka,22684.09,11.59
Cistern,50.23,Punjab,17557.1,13.32
Cistern,52.68,Tamil Nadu,18169.17,10.22
Infiltration Trench,33.49,West Bengal,10697.69,6.08
Recharge Well,33.99,Gujarat,18198.07,22.31
Rainwater Barrel,51.78,Punjab,6178.23,6.82
Recharge Pit,19.68,Delhi NCR,4951.26,10.49
Infiltration Trench,18.22,Delhi NCR,7644.91,14.98
Cistern,26.25,West Bengal,11562.44,7.83
Infiltration Trench,38.25,Punjab,11649.25,12.43
Infiltration Trench,86.53,Rajasthan,21305.04,14.07
Infiltration Trench,33.92,West Bengal,10783.91,6.06
Infiltration Trench,90.02,Punjab,22004.8,9.98
Recharge Pit,42.85,Punjab,8427.65,9.37
Recharge Well,26.4,Tamil Nadu,15919.24,16.75
Rainwater Barrel,58.76,West Bengal,6876.43,3.12
Infiltration Trench,29.33,Delhi NCR,9865.75,12.01
Infiltration Trench,37.55,Delhi NCR,11509.48,10.95
Infiltration Trench,16.98,Gujarat,7395.25,20.74
Recharge Well,15.58,Karnataka,12672.5,20.34
Cistern,43.68,West Bengal,15919.32,6.48
Cistern,57.5,Punjab,19376.14,12.84
Recharge Pit,87.6,West Bengal,15140.69,3.84
Cistern,22.09,Punjab,10523.54,18.14
Infiltration Trench,68.85,Rajasthan,17769.2,14.75
Infiltration Trench,63.89,West Bengal,16778.77,5.0
Infiltration Trench,25.9,Maharashtra,9180.91,8.44
Recharge Pit,66.29,Maharashtra,11943.54,5.0
Infiltration Trench,53.1,Delhi NCR,14619.27,9.83
Cistern,58.62,Rajasthan,19655.23,17.88
Recharge Well,97.87,Tamil Nadu,37362.18,10.6
Recharge Well,57.42,Gujarat,25224.94,18.31
Rainwater Barrel,11.38,Rajasthan,2137.65,15.03
Cistern,38.91,Delhi NCR,14727.78,12.62
Infiltration Trench,15.13,Tamil Nadu,7025.76,14.74
Recharge Well,35.72,Punjab,18716.15,18.71
Cistern,34.7,Tamil Nadu,13675.64,11.68
Recharge Well,24.73,Karnataka,15420.01,15.59
Infiltration Trench,19.81,West Bengal,7962.05,7.66
Recharge Well,25.4,Rajasthan,15620.65,30.75
Rainwater Barrel,27.98,Delhi NCR,3797.8,6.79
Rainwater Barrel,31.0,Rajasthan,4100.5,10.58
Recharge Well,34.91,Punjab,18472.41,18.9
Cistern,44.37,Maharashtra,16093.19,8.06
Cistern,28.32,Punjab,12081.1,16.25
Cistern,62.79,Delhi NCR,20697.95,10.99
Recharge Well,32.49,Karnataka,17746.5,13.66
Cistern,52.58,Gujarat,18143.81,15.34
Infiltration Trench,28.44,West Bengal,9687.79,6.49
Rainwater Barrel,130.56,West Bengal,14056.28,2.87
Infiltration Trench,41.83,Tamil Nadu,12366.15,9.38
Cistern,75.01,Tamil Nadu,23753.02,9.38
Infiltration Trench,23.41,Punjab,8681.37,15.14
Cistern,26.48,Rajasthan,11620.23,23.4
Recharge Well,29.19,Maharashtra,16757.92,11.96
Infiltration Trench,114.03,Rajasthan,26806.88,13.43
Recharge Well,29.77,Karnataka,16932.15,14.22
Recharge Well,21.94,Gujarat,14581.81,27.69
Recharge Pit,63.46,West Bengal,11519.41,4.03
Cistern,34.1,Rajasthan,13525.89,21.15
Rainwater Barrel,29.69,West Bengal,3969.39,3.56
Cistern,24.41,Tamil Nadu,11101.68,13.48
Rainwater Barrel,42.28,West Bengal,5228.42,3.3
Cistern,56.34,Maharashtra,19083.92,7.53
Recharge Well,49.11,West Bengal,22732.71,7.72
Infiltration Trench,26.06,Rajasthan,9211.64,20.2
Infiltration Trench,20.21,Maharashtra,8041.88,9.47
Recharge Pit,10.0,West Bengal,3500.0,7.78
Rainwater Barrel,20.64,Gujarat,3064.07,9.9
Rainwater Barrel,27.49,Tamil Nadu,3749.3,6.06
Rainwater Barrel,32.15,West Bengal,4215.22,3.5
Recharge Well,28.92,Maharashtra,16676.53,12.01
Rainwater Barrel,134.35,Rajasthan,14434.87,8.6
Infiltration Trench,42.34,Tamil Nadu,12467.58,9.35
Recharge Well,17.84,Punjab,13350.58,26.73
Cistern,45.96,Punjab,16490.14,13.67
Rainwater Barrel,40.28,Karnataka,5027.53,4.99
Rainwater Barrel,19.59,Punjab,2959.05,8.63
Cistern,38.26,Rajasthan,14564.98,20.3
Rainwater Barrel,43.17,Gujarat,5316.7,8.21
Cistern,55.27,Tamil Nadu,18817.8,10.09
Recharge Well,13.63,Maharashtra,12088.55,18.48
Infiltration Trench,45.79,Delhi NCR,13157.76,10.26
Cistern,67.02,Punjab,21754.35,12.37
Recharge Pit,85.1,Punjab,14765.21,8.26
Cistern,17.94,Delhi NCR,9484.7,17.62
Rainwater Barrel,30.78,Maharashtra,4078.49,4.42
Recharge Well,32.31,Maharashtra,17693.88,11.41
Recharge Well,46.42,Delhi NCR,21926.4,14.76
Cistern,30.5,Maharashtra,12624.69,9.2
Infiltration Trench,23.16,Rajasthan,8631.43,21.3
Recharge Pit,36.91,Maharashtra,7537.09,5.67
Recharge Well,27.97,Tamil Nadu,16391.98,16.28
Rainwater Barrel,43.86,Maharashtra,5386.4,4.09
Rainwater Barrel,22.09,West Bengal,3209.2,3.87
Infiltration Trench,19.86,West Bengal,7972.55,7.65
Recharge Well,63.93,Punjab,27177.68,15.18
Cistern,103.16,Gujarat,30789.55,13.27
Rainwater Barrel,82.36,Rajasthan,9236.29,8.97
Infiltration Trench,31.95,Rajasthan,10389.14,18.58
Recharge Well,56.12,Maharashtra,24837.2,9.22
Recharge Well,23.5,Gujarat,15049.0,26.69
Recharge Well,42.7,Gujarat,20808.6,20.31
Recharge Well,24.73,Karnataka,15419.6,15.59
Recharge Well,62.07,Gujarat,26620.8,17.87
Rainwater Barrel,58.07,Maharashtra,6807.48,3.91
Infiltration Trench,93.5,Maharashtra,22700.29,5.78
Recharge Well,29.53,Delhi NCR,16858.48,17.84
Recharge Pit,72.93,Punjab,12939.68,8.45
Recharge Pit,42.66,West Bengal,8398.81,4.38
Infiltration Trench,34.39,Karnataka,10877.51,9.04
Cistern,39.19,Maharashtra,14798.24,8.39
Cistern,77.4,Delhi NCR,24350.38,10.49
Cistern,31.0,Karnataka,12750.34,10.97
Recharge Pit,31.8,Punjab,6770.01,10.14
Cistern,11.79,Karnataka,7947.2,17.98
Rainwater Barrel,30.77,Delhi NCR,4076.8,6.63
Recharge Well,37.8,Tamil Nadu,19338.55,14.21
Recharge Pit,22.62,West Bengal,5393.14,5.3
Infiltration Trench,20.01,Maharashtra,8001.36,9.52
Infiltration Trench,13.12,West Bengal,6624.64,9.62
Recharge Well,24.72,Punjab,15416.46,22.27
Recharge Pit,67.4,Rajasthan,12109.44,11.98
Cistern,15.79,Punjab,8946.3,21.59
Cistern,49.13,Punjab,17282.98,13.4
Rainwater Barrel,51.4,Punjab,6140.18,6.83
Rainwater Barrel,112.89,Tamil Nadu,12289.19,4.84
Cistern,55.66,Maharashtra,18913.83,7.55
Infiltration Trench,53.37,Delhi NCR,14674.44,9.82
Infiltration Trench,39.8,Maharashtra,11959.85,7.15
Rainwater Barrel,33.13,Rajasthan,4312.97,10.41
Recharge Well,50.71,Delhi NCR,23212.64,14.31
Cistern,61.83,Karnataka,20456.91,8.82
Rainwater Barrel,36.06,Karnataka,4606.23,5.11
Rainwater Barrel,63.18,Karnataka,7317.72,4.63
Cistern,139.99,Delhi NCR,39998.71,9.52
Cistern,34.31,Gujarat,13577.44,17.59
Infiltration Trench,34.8,Tamil Nadu,10959.19,10.0
Recharge Well,31.62,Gujarat,17487.44,23.04
Recharge Well,35.41,Maharashtra,18621.7,10.96
Cistern,61.04,Karnataka,20260.35,8.85
Recharge Pit,34.59,Tamil Nadu,7188.31,7.7
Rainwater Barrel,36.4,Delhi NCR,4640.07,6.37
Rainwater Barrel,29.23,Karnataka,3922.94,5.37
Cistern,42.29,Delhi NCR,15572.27,12.27
Recharge Pit,25.75,Tamil Nadu,5862.37,8.43
Infiltration Trench,17.94,Delhi NCR,7587.62,15.11
Cistern,41.42,Delhi NCR,15355.75,12.36
Cistern,89.09,Rajasthan,27273.51,16.33
Rainwater Barrel,28.65,Maharashtra,3864.64,4.5
Cistern,19.68,Gujarat,9918.99,22.41
Cistern,86.3,West Bengal,26574.81,5.47
Cistern,33.88,Gujarat,13469.62,17.67
Rainwater Barrel,53.11,Gujarat,6310.54,7.92
Infiltration Trench,23.0,Punjab,8600.11,15.26
Infiltration Trench,33.28,Rajasthan,10655.53,18.3
Cistern,66.7,West Bengal,21676.2,5.78
Rainwater Barrel,35.35,Karnataka,4535.31,5.13
Infiltration Trench,35.57,Karnataka,11114.7,8.93
Infiltration Trench,15.73,Karnataka,7146.42,12.98
Infiltration Trench,49.08,Gujarat,13816.64,13.4
Rainwater Barrel,22.36,Maharashtra,3235.52,4.82
Rainwater Barrel,57.97,Gujarat,6796.56,7.82
Cistern,36.64,West Bengal,14160.46,6.87
Recharge Well,38.31,Maharashtra,19491.83,10.6
Infiltration Trench,48.73,Rajasthan,13745.77,16.12
Recharge Well,39.95,Maharashtra,19985.07,10.42
Rainwater Barrel,78.2,West Bengal,8819.66,3.01
Rainwater Barrel,72.24,Delhi NCR,8224.18,5.69
Rainwater Barrel,18.02,Gujarat,2801.81,10.37
Recharge Well,30.41,Karnataka,17121.84,14.08
Rainwater Barrel,50.31,Delhi NCR,6031.32,5.99
Cistern,20.67,Gujarat,10167.58,21.86
Rainwater Barrel,15.12,Tamil Nadu,2511.93,7.38
Recharge Pit,22.64,Punjab,5396.61,11.35
Recharge Well,31.26,Gujarat,17378.73,23.16
Recharge Pit,10.0,Tamil Nadu,3500.0,12.96
Rainwater Barrel,18.97,West Bengal,2897.37,4.07
Cistern,13.61,Rajasthan,8402.25,32.93
Infiltration Trench,58.75,Tamil Nadu,15750.53,8.51
Rainwater Barrel,52.76,Rajasthan,6275.93,9.52
Cistern,38.06,Gujarat,14516.12,16.95
Recharge Well,34.81,Rajasthan,18444.06,26.49
Recharge Pit,43.48,Tamil Nadu,8522.67,7.26
Recharge Pit,20.1,Maharashtra,5015.34,6.93
Recharge Pit,61.96,Punjab,11293.59,8.68
Recharge Well,34.69,Delhi NCR,18407.62,16.58
Cistern,52.39,Delhi NCR,18098.6,11.51
Recharge Well,51.33,Punjab,23397.96,16.28
Recharge Pit,43.25,Karnataka,8487.89,6.54
Rainwater Barrel,38.72,Delhi NCR,4872.4,6.29
Infiltration Trench,37.31,West Bengal,11461.69,5.85
Recharge Well,32.09,Gujarat,17626.68,22.89
Recharge Well,42.16,Karnataka,20648.08,12.24
Cistern,36.71,Gujarat,14178.01,17.16
Cistern,25.96,Tamil Nadu,11489.56,13.11
Recharge Well,44.92,West Bengal,21475.65,7.97
Recharge Pit,38.1,Tamil Nadu,7715.2,7.5
Infiltration Trench,60.64,Karnataka,16127.26,7.6
Cistern,13.39,Karnataka,8348.45,16.62
Recharge Pit,33.72,West Bengal,7058.1,4.65
Rainwater Barrel,23.05,West Bengal,3304.73,3.82
Cistern,25.56,Karnataka,11391.02,11.88
Recharge Pit,43.81,Karnataka,8571.58,6.52
Recharge Pit,16.15,Rajasthan,4422.62,18.26
Infiltration Trench,35.39,Maharashtra,11078.98,7.45
Infiltration Trench,33.62,Karnataka,10724.66,9.11
Rainwater Barrel,19.59,West Bengal,2959.01,4.03
Recharge Pit,35.84,Maharashtra,7375.85,5.72
Recharge Pit,22.63,Karnataka,5394.32,7.95
Infiltration Trench,99.36,Tamil Nadu,23871.85,7.63
Cistern,60.4,Gujarat,20099.91,14.79
Cistern,34.25,Maharashtra,13562.02,8.8
Recharge Well,26.69,Tamil Nadu,16005.69,16.66
Infiltration Trench,42.61,Delhi NCR,12521.46,10.5
Recharge Well,48.61,West Bengal,22581.67,7.74
Infiltration Trench,37.61,Rajasthan,11521.97,17.51
Rainwater Barrel,19.93,Rajasthan,2993.4,12.01
Recharge Pit,29.82,Gujarat,6473.12,12.06
Rainwater Barrel,34.43,Karnataka,4443.27,5.16
Infiltration Trench,38.29,Tamil Nadu,11657.61,9.67
Recharge Pit,38.73,Delhi NCR,7809.89,8.4
Cistern,47.72,Tamil Nadu,16930.78,10.51
Cistern,64.77,West Bengal,21192.79,5.82
Recharge Well,54.94,West Bengal,24482.66,7.43
Infiltration Trench,44.49,Karnataka,12897.07,8.28
Infiltration Trench,17.66,Karnataka,7531.46,12.19
Cistern,59.93,West Bengal,19982.42,5.93
Rainwater Barrel,49.87,Punjab,5986.92,6.86
Recharge Pit,29.14,West Bengal,6370.97,4.86
Rainwater Barrel,33.61,Tamil Nadu,4361.15,5.77
Rainwater Barrel,34.22,Gujarat,4421.93,8.61
Cistern,26.6,Tamil Nadu,11651.18,12.98
Cistern,13.82,Rajasthan,8454.54,32.63
Cistern,18.95,Delhi NCR,9737.14,17.13
Recharge Well,21.05,Maharashtra,14314.03,14.17
Rainwater Barrel,12.38,Gujarat,2238.0,12.05
Infiltration Trench,18.98,Punjab,7795.93,16.77
Recharge Pit,58.59,Delhi NCR,10788.81,7.67
Recharge Well,42.22,Delhi NCR,20666.82,15.3
Infiltration Trench,20.38,Maharashtra,8075.81,9.44
Rainwater Barrel,23.47,Rajasthan,3347.39,11.41
Cistern,61.23,Rajasthan,20306.8,17.69
Rainwater Barrel,60.48,Rajasthan,7047.52,9.32
Recharge Pit,34.29,Gujarat,7143.96,11.57
Recharge Well,59.58,Tamil Nadu,25875.41,12.06
Recharge Well,22.58,Delhi NCR,14773.89,20.45
Recharge Pit,37.1,Tamil Nadu,7565.35,7.55
Infiltration Trench,15.84,Tamil Nadu,7168.91,14.36
Infiltration Trench,27.6,Rajasthan,9520.13,19.71
Recharge Well,33.58,Tamil Nadu,18075.08,14.95
Recharge Well,14.26,Delhi NCR,12278.05,26.91
Cistern,44.55,Delhi NCR,16136.9,12.07
Infiltration Trench,48.43,Karnataka,13685.82,8.07
Recharge Pit,54.9,Punjab,10235.38,8.88
Infiltration Trench,106.39,Gujarat,25278.25,11.31
Cistern,40.79,Tamil Nadu,15196.69,11.04
Recharge Well,32.07,Gujarat,17621.36,22.89
Recharge Well,14.86,Gujarat,12459.27,34.93
Cistern,40.28,Gujarat,15071.22,16.63
Recharge Pit,43.8,Maharashtra,8570.54,5.43
Recharge Well,16.81,West Bengal,13043.1,12.93
Rainwater Barrel,29.37,Karnataka,3936.95,5.36
Recharge Well,33.3,Gujarat,17990.09,22.51
Rainwater Barrel,43.15,West Bengal,5315.35,3.28
Cistern,50.81,West Bengal,17702.85,6.19
