open_space,roof_type,roof_age,runoff_coefficient,location,annual_rainfall,annual_harvestable_water
568,Ceramic Tiles,26,0.81,Mumbai,2250,972506
512,Tiled Roof,26,0.6856,Sambalpur,1400,461590
329,Modern Composite Sheets,21,0.8209,Hisar,500,127968
125,Lime-Finished Roofs,2,0.6713,Hyderabad,800,64979
415,Terracotta and Clay Tiles,13,0.8155,Anantapur,560,180325
182,Lime-Finished Roofs,29,0.6466,Anantapur,560,61327
397,Tiled Roof,17,0.7309,Hyderabad,800,217908
187,Metal Roofs,33,0.8423,Patna,1200,176731
64,Terracotta and Clay Tiles,8,0.8102,Chennai,1400,69708
417,Stone Slabs,9,0.701,Mumbai,2250,622584
196,Terracotta and Clay Tiles,22,0.8041,Sagar,1100,163227
330,Galvanized Iron Sheet,34,0.8494,Sagar,1100,283263
503,Tiled Roof,38,0.7171,Mumbai,2250,753483
470,Modern Composite Sheets,47,0.8006,Purnia,1350,465088
579,Tiled Roof,38,0.7393,Patna,1200,473297
356,Ceramic Tiles,29,0.8042,Anantapur,560,149178
407,Ceramic Tiles,16,0.8081,Sambalpur,1400,439155
496,Tiled Roof,30,0.7103,Anantapur,560,182502
162,Galvanized Iron Sheet,47,0.8608,Lucknow,1000,128150
229,Modern Composite Sheets,16,0.836,Raichur,620,112693
206,Lime-Finished Roofs,45,0.6688,Lucknow,1000,125862
166,Terracotta and Clay Tiles,46,0.8232,Mumbai,2250,283631
367,Terracotta and Clay Tiles,9,0.8069,Patna,1200,340535
377,Stone Slabs,48,0.6917,Patna,1200,284279
164,Tiled Roof,27,0.7164,Lucknow,1000,109167
360,Galvanized Iron Sheet,16,0.8511,Tezpur,1850,534807
585,Terracotta and Clay Tiles,32,0.7853,Shillong,2900,1232497
160,Asbestos Sheet,49,0.7456,Bathinda,420,45811
100,Terracotta and Clay Tiles,38,0.8454,Bhopal,1150,90473
189,Lime-Finished Roofs,22,0.6395,Bhopal,1150,131578
385,Ceramic Tiles,27,0.7947,Bengaluru,970,275829
94,Metal Roofs,7,0.8371,Gorakhpur,1250,94628
368,Stone Slabs,4,0.7127,Kolkata,1800,454777
85,Stone Slabs,2,0.7195,Patna,1200,70553
536,Asbestos Sheet,20,0.737,Shillong,2900,1067888
326,Ceramic Tiles,28,0.8057,Mumbai,2250,546093
260,Concrete Roof,13,0.6733,Patna,1200,199525
278,Ceramic Tiles,19,0.7829,Anantapur,560,115453
229,Modern Composite Sheets,19,0.817,Sagar,1100,193747
550,Ceramic Tiles,18,0.7878,Hisar,500,205382
412,Ceramic Tiles,20,0.7986,Pune,720,222821
319,Concrete Roof,45,0.6847,Hyderabad,800,158839
505,Galvanized Iron Sheet,39,0.825,Sagar,1100,424767
72,Lime-Finished Roofs,22,0.6984,Patna,1200,56757
114,Concrete Roof,48,0.6646,Patna,1200,82787
400,Metal Roofs,47,0.8642,Jaipur,650,203464
368,Galvanized Iron Sheet,11,0.8624,Sagar,1100,334456
588,Asbestos Sheet,35,0.7451,Hisar,500,202094
74,Modern Composite Sheets,21,0.847,Mumbai,2250,132637
526,Tiled Roof,50,0.7078,Raichur,620,210299
177,Stone Slabs,10,0.7022,Gorakhpur,1250,148466
575,Galvanized Iron Sheet,28,0.8666,Kolkata,1800,842136
436,Lime-Finished Roofs,28,0.6382,Sambalpur,1400,360852
574,Asbestos Sheet,38,0.7446,Gorakhpur,1250,488786
446,Stone Slabs,31,0.7161,Jaipur,650,193775
431,Ceramic Tiles,18,0.7914,Wardha,1060,341284
40,Terracotta and Clay Tiles,37,0.8392,Delhi,780,24078
164,Concrete Roof,46,0.6405,Delhi,780,74430
234,Asbestos Sheet,1,0.7833,Bengaluru,970,171311
217,Concrete Roof,22,0.6515,Bengaluru,970,129082
61,Modern Composite Sheets,41,0.812,Tezpur,1850,84646
115,Modern Composite Sheets,6,0.8588,Pune,720,67545
572,Terracotta and Clay Tiles,32,0.8088,Sagar,1100,474451
448,Metal Roofs,10,0.8562,Tezpur,1850,679509
287,Metal Roofs,39,0.8755,Purnia,1350,314410
301,Concrete Roof,18,0.6547,Anantapur,560,104719
56,Concrete Roof,6,0.6431,Wardha,1060,36528
425,Modern Composite Sheets,28,0.8132,Purnia,1350,435777
246,Metal Roofs,45,0.8282,Gorakhpur,1250,233747
578,Lime-Finished Roofs,47,0.6279,Anantapur,560,185260
483,Stone Slabs,41,0.7127,Gorakhpur,1250,399233
54,Ceramic Tiles,12,0.8195,Anantapur,560,23394
504,Lime-Finished Roofs,16,0.6414,Raichur,620,189828
568,Tiled Roof,4,0.7112,Delhi,780,299518
372,Ceramic Tiles,6,0.8462,Kolkata,1800,543976
522,Lime-Finished Roofs,24,0.6565,Anantapur,560,178510
545,Metal Roofs,47,0.8569,Bengaluru,970,415958
503,Tiled Roof,29,0.6745,Bathinda,420,133504
244,Stone Slabs,28,0.7186,Shillong,2900,472009
140,Galvanized Iron Sheet,21,0.8669,Gorakhpur,1250,143251
207,Lime-Finished Roofs,34,0.6528,Chennai,1400,176242
155,Modern Composite Sheets,48,0.8647,Kolkata,1800,220152
577,Lime-Finished Roofs,37,0.6634,Pune,720,252221
221,Modern Composite Sheets,41,0.8211,Tezpur,1850,309838
566,Galvanized Iron Sheet,29,0.8423,Purnia,1350,603980
84,Ceramic Tiles,16,0.8126,Lucknow,1000,64566
538,Metal Roofs,5,0.862,Shillong,2900,1283625
260,Stone Slabs,33,0.6996,Mumbai,2250,377396
593,Tiled Roof,14,0.721,Kolkata,1800,728772
561,Concrete Roof,40,0.6606,Hisar,500,171438
517,Tiled Roof,49,0.7015,Patna,1200,400983
237,Metal Roofs,41,0.8464,Shillong,2900,536993
502,Concrete Roof,13,0.6221,Hisar,500,148027
87,Asbestos Sheet,34,0.735,Ahmedabad,800,47769
55,Ceramic Tiles,2,0.8213,Tezpur,1850,80865
162,Terracotta and Clay Tiles,40,0.8175,Jaisalmer,210,25628
215,Modern Composite Sheets,32,0.8212,Bathinda,420,69278
402,Modern Composite Sheets,49,0.8056,Bathinda,420,124862
143,Modern Composite Sheets,17,0.8321,Raichur,620,69857
141,Terracotta and Clay Tiles,13,0.793,Lucknow,1000,105837
471,Metal Roofs,15,0.8524,Kolkata,1800,676826
254,Concrete Roof,14,0.6552,Anantapur,560,89101
132,Metal Roofs,4,0.8811,Delhi,780,87236
581,Tiled Roof,45,0.6728,Bathinda,420,151709
533,Terracotta and Clay Tiles,48,0.8149,Lucknow,1000,393544
259,Ceramic Tiles,22,0.8017,Wardha,1060,205265
65,Metal Roofs,16,0.8674,Sagar,1100,58055
564,Metal Roofs,26,0.8388,Gorakhpur,1250,551326
432,Stone Slabs,4,0.6999,Patna,1200,347228
555,Modern Composite Sheets,28,0.8387,Jaisalmer,210,91070
193,Modern Composite Sheets,19,0.8459,Mumbai,2250,348396
313,Lime-Finished Roofs,15,0.642,Shillong,2900,552331
250,Metal Roofs,21,0.8315,Anantapur,560,110420
347,Modern Composite Sheets,4,0.8392,Raichur,620,172274
515,Tiled Roof,9,0.7076,Tezpur,1850,646594
551,Asbestos Sheet,31,0.7594,Lucknow,1000,386827
183,Stone Slabs,22,0.7092,Pune,720,88558
582,Terracotta and Clay Tiles,19,0.8005,Ahmedabad,800,353867
171,Galvanized Iron Sheet,2,0.8496,Purnia,1350,186314
399,Terracotta and Clay Tiles,30,0.8336,Delhi,780,241758
113,Lime-Finished Roofs,37,0.6784,Hyderabad,800,56964
161,Concrete Roof,41,0.6576,Jaisalmer,210,20421
170,Terracotta and Clay Tiles,9,0.8038,Hyderabad,800,104781
229,Terracotta and Clay Tiles,29,0.8223,Delhi,780,137473
218,Metal Roofs,12,0.8264,Shillong,2900,499459
231,Modern Composite Sheets,8,0.8377,Patna,1200,219542
273,Lime-Finished Roofs,49,0.6746,Mumbai,2250,376639
394,Tiled Roof,49,0.7258,Hyderabad,800,210107
156,Lime-Finished Roofs,44,0.678,Pune,720,69901
456,Asbestos Sheet,39,0.788,Lucknow,1000,331921
185,Terracotta and Clay Tiles,10,0.7674,Raichur,620,83738
308,Galvanized Iron Sheet,22,0.8154,Bathinda,420,98785
307,Metal Roofs,25,0.8778,Hyderabad,800,200836
593,Tiled Roof,41,0.6794,Sambalpur,1400,520323
474,Lime-Finished Roofs,12,0.6796,Bengaluru,970,295489
513,Galvanized Iron Sheet,8,0.8853,Hisar,500,216898
112,Modern Composite Sheets,11,0.8416,Tezpur,1850,164855
368,Tiled Roof,25,0.7065,Sambalpur,1400,340877
179,Terracotta and Clay Tiles,48,0.7903,Gorakhpur,1250,160283
368,Concrete Roof,27,0.6468,Bathinda,420,93493
122,Tiled Roof,12,0.7077,Hyderabad,800,65525
451,Ceramic Tiles,41,0.8259,Ahmedabad,800,273659
287,Concrete Roof,17,0.6459,Bhopal,1150,203234
571,Ceramic Tiles,29,0.8102,Sambalpur,1400,601423
342,Galvanized Iron Sheet,42,0.8677,Gorakhpur,1250,342318
556,Ceramic Tiles,46,0.8074,Chennai,1400,570625
157,Terracotta and Clay Tiles,9,0.7753,Sagar,1100,127022
431,Galvanized Iron Sheet,18,0.8802,Sambalpur,1400,498922
228,Modern Composite Sheets,46,0.8413,Bengaluru,970,170376
514,Lime-Finished Roofs,11,0.6591,Jaipur,650,208138
588,Metal Roofs,33,0.8432,Bathinda,420,192166
337,Lime-Finished Roofs,34,0.6437,Shillong,2900,585772
432,Concrete Roof,41,0.6788,Mumbai,2250,609662
81,Terracotta and Clay Tiles,7,0.8006,Jaisalmer,210,12884
314,Lime-Finished Roofs,23,0.6246,Jaisalmer,210,38443
139,Tiled Roof,32,0.7076,Tezpur,1850,170480
490,Galvanized Iron Sheet,1,0.8253,Tezpur,1850,723497
210,Terracotta and Clay Tiles,48,0.8198,Patna,1200,190220
543,Concrete Roof,25,0.6881,Lucknow,1000,347034
547,Lime-Finished Roofs,37,0.6504,Sambalpur,1400,457319
403,Metal Roofs,43,0.8656,Bengaluru,970,307737
244,Tiled Roof,17,0.6988,Shillong,2900,463258
398,Tiled Roof,3,0.7278,Delhi,780,215865
52,Lime-Finished Roofs,36,0.6625,Ahmedabad,800,25700
119,Tiled Roof,45,0.7186,Jaisalmer,210,16530
236,Modern Composite Sheets,35,0.869,Bhopal,1150,218002
94,Ceramic Tiles,6,0.8278,Pune,720,53474
546,Stone Slabs,21,0.7222,Hyderabad,800,297489
83,Asbestos Sheet,8,0.7603,Hisar,500,30332
517,Concrete Roof,40,0.6259,Wardha,1060,317278
112,Ceramic Tiles,6,0.7889,Gorakhpur,1250,105467
67,Stone Slabs,2,0.6797,Jaipur,650,28472
443,Terracotta and Clay Tiles,41,0.7936,Shillong,2900,934716
492,Tiled Roof,36,0.7161,Gorakhpur,1250,410173
591,Metal Roofs,32,0.86,Mumbai,2250,1068041
198,Galvanized Iron Sheet,26,0.8632,Jaipur,650,104451
329,Ceramic Tiles,34,0.8001,Sambalpur,1400,344029
92,Tiled Roof,3,0.6846,Jaisalmer,210,12637
160,Asbestos Sheet,47,0.759,Wardha,1060,117254
116,Ceramic Tiles,38,0.8061,Pune,720,61659
313,Metal Roofs,9,0.863,Ahmedabad,800,206203
555,Asbestos Sheet,3,0.7456,Shillong,2900,1149372
415,Galvanized Iron Sheet,40,0.8768,Chennai,1400,470716
199,Galvanized Iron Sheet,19,0.8652,Sagar,1100,179476
191,Asbestos Sheet,2,0.7677,Sagar,1100,156053
566,Stone Slabs,4,0.6946,Sagar,1100,410913
275,Metal Roofs,38,0.8425,Shillong,2900,618918
327,Terracotta and Clay Tiles,8,0.8235,Bhopal,1150,292490
103,Stone Slabs,20,0.7201,Bathinda,420,29009
173,Concrete Roof,35,0.6681,Lucknow,1000,107841
416,Concrete Roof,17,0.6437,Raichur,620,157259
443,Metal Roofs,7,0.8715,Wardha,1060,393416
432,Galvanized Iron Sheet,27,0.868,Chennai,1400,486027
355,Modern Composite Sheets,49,0.8334,Tezpur,1850,497175
368,Lime-Finished Roofs,49,0.644,Tezpur,1850,396963
434,Stone Slabs,47,0.6857,Gorakhpur,1250,342019
130,Metal Roofs,1,0.8604,Hisar,500,53802
256,Modern Composite Sheets,34,0.7977,Tezpur,1850,349067
438,Concrete Roof,2,0.6513,Tezpur,1850,505433
584,Lime-Finished Roofs,11,0.637,Sambalpur,1400,490661
527,Tiled Roof,26,0.6762,Purnia,1350,448459
67,Lime-Finished Roofs,9,0.6598,Bengaluru,970,41201
447,Metal Roofs,46,0.8159,Jaisalmer,210,70114
392,Asbestos Sheet,6,0.78,Bhopal,1150,335717
194,Metal Roofs,35,0.8607,Delhi,780,120745
109,Asbestos Sheet,27,0.7349,Wardha,1060,79199
283,Lime-Finished Roofs,22,0.6772,Bhopal,1150,205730
95,Tiled Roof,1,0.7113,Anantapur,560,36297
391,Terracotta and Clay Tiles,19,0.8101,Hyderabad,800,239244
410,Asbestos Sheet,2,0.7781,Gorakhpur,1250,378580
132,Galvanized Iron Sheet,2,0.8308,Anantapur,560,58623
520,Ceramic Tiles,31,0.801,Patna,1200,469275
49,Concrete Roof,1,0.651,Purnia,1350,41623
293,Asbestos Sheet,35,0.7785,Jaisalmer,210,44181
398,Concrete Roof,35,0.6933,Chennai,1400,355321
334,Ceramic Tiles,31,0.7876,Raichur,620,152239
213,Terracotta and Clay Tiles,15,0.8136,Pune,720,117693
347,Lime-Finished Roofs,43,0.6705,Kolkata,1800,386180
202,Modern Composite Sheets,15,0.8226,Anantapur,560,87539
573,Stone Slabs,34,0.7303,Kolkata,1800,700655
345,Stone Slabs,36,0.6842,Hisar,500,108330
154,Concrete Roof,1,0.6581,Raichur,620,60150
255,Metal Roofs,10,0.86,Shillong,2900,601396
234,Galvanized Iron Sheet,27,0.8458,Raichur,620,114728
576,Concrete Roof,35,0.6383,Anantapur,560,191836
550,Stone Slabs,47,0.7203,Bengaluru,970,351150
476,Metal Roofs,41,0.8499,Tezpur,1850,694585
319,Stone Slabs,34,0.7125,Mumbai,2250,476665
501,Terracotta and Clay Tiles,20,0.8078,Hisar,500,189123
385,Lime-Finished Roofs,23,0.685,Lucknow,1000,249425
552,Stone Slabs,48,0.6843,Hisar,500,171453
113,Terracotta and Clay Tiles,17,0.7932,Kolkata,1800,151837
358,Modern Composite Sheets,39,0.8389,Chennai,1400,390239
68,Galvanized Iron Sheet,1,0.8402,Gorakhpur,1250,68567
333,Lime-Finished Roofs,10,0.6574,Jaisalmer,210,43332
228,Asbestos Sheet,31,0.7301,Jaisalmer,210,32512
224,Lime-Finished Roofs,50,0.6298,Bathinda,420,54066
192,Galvanized Iron Sheet,34,0.8224,Shillong,2900,428684
515,Asbestos Sheet,18,0.7488,Jaisalmer,210,76812
577,Stone Slabs,41,0.71,Patna,1200,449834
353,Galvanized Iron Sheet,1,0.8585,Bengaluru,970,280782
507,Concrete Roof,49,0.6443,Sambalpur,1400,418317
403,Stone Slabs,11,0.7052,Bengaluru,970,261078
517,Modern Composite Sheets,2,0.8359,Shillong,2900,1194666
464,Lime-Finished Roofs,47,0.6512,Chennai,1400,389742
210,Metal Roofs,11,0.8588,Purnia,1350,230110
369,Galvanized Iron Sheet,7,0.8488,Hisar,500,150026
274,Lime-Finished Roofs,43,0.649,Pune,720,118098
485,Tiled Roof,24,0.7024,Ahmedabad,800,253893
464,Metal Roofs,41,0.8475,Jaisalmer,210,76189
383,Modern Composite Sheets,22,0.8311,Bengaluru,970,292154
594,Lime-Finished Roofs,50,0.6995,Lucknow,1000,376042
474,Terracotta and Clay Tiles,37,0.8222,Bhopal,1150,412055
341,Tiled Roof,15,0.6909,Raichur,620,139529
235,Asbestos Sheet,49,0.7411,Mumbai,2250,358940
126,Stone Slabs,7,0.7022,Wardha,1060,89953
86,Terracotta and Clay Tiles,42,0.7917,Jaipur,650,40807
174,Metal Roofs,9,0.8778,Patna,1200,172822
195,Terracotta and Clay Tiles,1,0.7776,Wardha,1060,155505
179,Tiled Roof,19,0.691,Shillong,2900,340773
263,Metal Roofs,35,0.8704,Chennai,1400,299258
259,Terracotta and Clay Tiles,6,0.8148,Chennai,1400,284642
193,Ceramic Tiles,17,0.8586,Pune,720,112362
354,Asbestos Sheet,27,0.7622,Hyderabad,800,199694
92,Concrete Roof,11,0.6787,Delhi,780,45952
454,Galvanized Iron Sheet,31,0.8472,Shillong,2900,1039308
294,Lime-Finished Roofs,3,0.6709,Patna,1200,224541
235,Concrete Roof,41,0.6356,Purnia,1350,186050
125,Metal Roofs,49,0.8227,Bengaluru,970,91722
277,Stone Slabs,17,0.6962,Raichur,620,111998
48,Ceramic Tiles,4,0.8213,Chennai,1400,53040
376,Concrete Roof,44,0.6638,Lucknow,1000,229136
279,Galvanized Iron Sheet,42,0.8655,Tezpur,1850,414726
89,Terracotta and Clay Tiles,36,0.8191,Ahmedabad,800,53645
597,Modern Composite Sheets,2,0.836,Ahmedabad,800,381423
74,Ceramic Tiles,28,0.8144,Raichur,620,34862
111,Terracotta and Clay Tiles,32,0.8045,Raichur,620,51724
588,Galvanized Iron Sheet,33,0.8758,Bhopal,1150,548229
88,Ceramic Tiles,8,0.7998,Tezpur,1850,124828
263,Ceramic Tiles,1,0.8385,Bhopal,1150,243896
262,Modern Composite Sheets,20,0.8417,Patna,1200,247305
342,Galvanized Iron Sheet,18,0.8455,Sagar,1100,301326
457,Concrete Roof,47,0.6999,Jaipur,650,191781
299,Tiled Roof,48,0.6943,Bathinda,420,79384
61,Modern Composite Sheets,33,0.8718,Chennai,1400,69722
220,Terracotta and Clay Tiles,18,0.8245,Delhi,780,132882
152,Terracotta and Clay Tiles,1,0.8088,Bhopal,1150,135853
357,Tiled Roof,6,0.6855,Raichur,620,145000
113,Stone Slabs,45,0.7118,Pune,720,53343
335,Asbestos Sheet,44,0.7348,Hisar,500,112948
497,Modern Composite Sheets,8,0.8627,Pune,720,296311
344,Modern Composite Sheets,17,0.8534,Ahmedabad,800,221349
365,Asbestos Sheet,46,0.7765,Mumbai,2250,589132
413,Asbestos Sheet,49,0.7834,Chennai,1400,410274
265,Stone Slabs,49,0.6761,Bathinda,420,68546
150,Modern Composite Sheets,18,0.8437,Ahmedabad,800,95484
507,Metal Roofs,44,0.8435,Ahmedabad,800,311219
447,Concrete Roof,33,0.6374,Tezpur,1850,487049
547,Galvanized Iron Sheet,41,0.8654,Anantapur,560,245098
262,Concrete Roof,16,0.6146,Shillong,2900,445024
226,Asbestos Sheet,3,0.7409,Sagar,1100,175253
386,Asbestos Sheet,47,0.7483,Lucknow,1000,264058
139,Ceramic Tiles,17,0.778,Raichur,620,63111
89,Galvanized Iron Sheet,16,0.869,Kolkata,1800,131304
115,Modern Composite Sheets,28,0.8283,Gorakhpur,1250,110509
44,Asbestos Sheet,23,0.79,Lucknow,1000,32538
376,Ceramic Tiles,39,0.8137,Purnia,1350,378107
365,Modern Composite Sheets,7,0.8166,Hisar,500,142746
274,Stone Slabs,31,0.7423,Bengaluru,970,184232
421,Galvanized Iron Sheet,17,0.8579,Jaisalmer,210,71724
225,Galvanized Iron Sheet,48,0.8849,Hyderabad,800,146190
111,Modern Composite Sheets,16,0.8183,Raichur,620,53679
561,Tiled Roof,46,0.6965,Anantapur,560,201618
110,Lime-Finished Roofs,47,0.6366,Jaisalmer,210,13432
107,Asbestos Sheet,2,0.7606,Bathinda,420,32632
482,Tiled Roof,38,0.7103,Bengaluru,970,304858
518,Metal Roofs,19,0.8377,Ahmedabad,800,325593
336,Concrete Roof,33,0.6282,Wardha,1060,208132
128,Terracotta and Clay Tiles,7,0.8124,Sambalpur,1400,139587
290,Galvanized Iron Sheet,41,0.8598,Pune,720,165397
409,Terracotta and Clay Tiles,46,0.8105,Pune,720,220410
57,Terracotta and Clay Tiles,11,0.811,Bathinda,420,18425
293,Modern Composite Sheets,48,0.8002,Purnia,1350,291407
257,Metal Roofs,34,0.8424,Bathinda,420,84406
417,Stone Slabs,27,0.7091,Bengaluru,970,268459
374,Galvanized Iron Sheet,42,0.8768,Ahmedabad,800,241138
541,Terracotta and Clay Tiles,43,0.7675,Jaisalmer,210,80489
566,Concrete Roof,34,0.6258,Tezpur,1850,606202
157,Stone Slabs,14,0.6881,Purnia,1350,137423
416,Ceramic Tiles,21,0.8108,Gorakhpur,1250,398221
110,Modern Composite Sheets,14,0.8462,Wardha,1060,92946
163,Tiled Roof,29,0.6844,Kolkata,1800,186701
234,Stone Slabs,46,0.7233,Tezpur,1850,285581
278,Terracotta and Clay Tiles,28,0.8137,Patna,1200,254456
96,Tiled Roof,36,0.6991,Pune,720,44487
568,Stone Slabs,8,0.7136,Hyderabad,800,309620
319,Lime-Finished Roofs,15,0.6993,Jaipur,650,137742
438,Lime-Finished Roofs,26,0.6331,Kolkata,1800,463800
577,Asbestos Sheet,46,0.7382,Delhi,780,304436
195,Asbestos Sheet,3,0.7677,Pune,720,102579
101,Stone Slabs,48,0.7042,Purnia,1350,87254
72,Stone Slabs,46,0.6787,Raichur,620,27804
531,Ceramic Tiles,13,0.8382,Jaipur,650,275889
296,Concrete Roof,20,0.6506,Pune,720,130677
476,Stone Slabs,42,0.6894,Purnia,1350,408483
393,Asbestos Sheet,35,0.7332,Tezpur,1850,491631
44,Concrete Roof,27,0.654,Bathinda,420,11259
181,Concrete Roof,38,0.6631,Ahmedabad,800,88871
56,Metal Roofs,33,0.8352,Shillong,2900,125855
71,Stone Slabs,46,0.718,Chennai,1400,65139
334,Galvanized Iron Sheet,13,0.858,Sagar,1100,295684
210,Lime-Finished Roofs,19,0.6799,Ahmedabad,800,108588
152,Metal Roofs,32,0.8757,Bhopal,1150,141669
151,Terracotta and Clay Tiles,40,0.7992,Tezpur,1850,204245
362,Ceramic Tiles,22,0.7983,Delhi,780,210380
276,Metal Roofs,14,0.8723,Hyderabad,800,182680
163,Galvanized Iron Sheet,31,0.8711,Jaipur,650,85316
150,Ceramic Tiles,19,0.849,Ahmedabad,800,96903
380,Metal Roofs,7,0.8232,Sagar,1100,328761
275,Metal Roofs,11,0.8404,Hisar,500,109349
80,Galvanized Iron Sheet,41,0.8511,Patna,1200,74746
448,Asbestos Sheet,2,0.7337,Jaisalmer,210,65527
494,Ceramic Tiles,26,0.7884,Sagar,1100,396956
565,Asbestos Sheet,49,0.7509,Gorakhpur,1250,484601
400,Metal Roofs,20,0.8272,Sambalpur,1400,440137
157,Terracotta and Clay Tiles,19,0.7766,Hisar,500,56923
160,Galvanized Iron Sheet,41,0.8558,Patna,1200,150156
330,Metal Roofs,47,0.8579,Jaipur,650,169057
362,Terracotta and Clay Tiles,46,0.8012,Lucknow,1000,264016
178,Concrete Roof,11,0.6696,Sagar,1100,125368
243,Terracotta and Clay Tiles,35,0.8171,Purnia,1350,248194
192,Asbestos Sheet,18,0.7732,Chennai,1400,195160
387,Metal Roofs,29,0.8793,Hyderabad,800,252204
257,Modern Composite Sheets,21,0.8044,Sagar,1100,211673
560,Asbestos Sheet,42,0.7571,Kolkata,1800,698304
310,Galvanized Iron Sheet,28,0.8366,Sagar,1100,268292
260,Stone Slabs,16,0.7053,Bathinda,420,73086
292,Stone Slabs,40,0.6895,Jaisalmer,210,38811
221,Terracotta and Clay Tiles,42,0.8351,Mumbai,2250,378475
216,Modern Composite Sheets,3,0.8351,Hisar,500,86345
287,Tiled Roof,42,0.6953,Kolkata,1800,332601
558,Tiled Roof,14,0.7039,Jaisalmer,210,77459
454,Galvanized Iron Sheet,48,0.8613,Kolkata,1800,648502
148,Concrete Roof,33,0.6736,Bengaluru,970,90264
41,Ceramic Tiles,25,0.8285,Jaipur,650,20453
499,Ceramic Tiles,11,0.8119,Pune,720,274375
104,Stone Slabs,8,0.6881,Anantapur,560,38373
536,Tiled Roof,13,0.7231,Sagar,1100,404539
575,Terracotta and Clay Tiles,2,0.8129,Lucknow,1000,449138
140,Galvanized Iron Sheet,22,0.8615,Wardha,1060,120361
463,Asbestos Sheet,33,0.7886,Bengaluru,970,327147
546,Stone Slabs,46,0.6829,Raichur,620,210307
151,Asbestos Sheet,3,0.7418,Raichur,620,66628
460,Modern Composite Sheets,48,0.8529,Mumbai,2250,810485
561,Modern Composite Sheets,26,0.8407,Sagar,1100,484737
114,Ceramic Tiles,22,0.8049,Chennai,1400,120690
187,Lime-Finished Roofs,7,0.6667,Sambalpur,1400,164739
569,Tiled Roof,17,0.6936,Bathinda,420,155435
584,Stone Slabs,13,0.698,Ahmedabad,800,312186
111,Tiled Roof,21,0.7112,Ahmedabad,800,59029
590,Terracotta and Clay Tiles,44,0.8172,Chennai,1400,619822
237,Stone Slabs,26,0.7099,Jaipur,650,102711
193,Ceramic Tiles,16,0.8435,Hyderabad,800,122370
71,Stone Slabs,14,0.6848,Tezpur,1850,84580
290,Metal Roofs,29,0.8431,Purnia,1350,308840
531,Tiled Roof,19,0.708,Sagar,1100,388541
567,Terracotta and Clay Tiles,23,0.8289,Lucknow,1000,439264
150,Stone Slabs,47,0.6984,Mumbai,2250,216761
54,Stone Slabs,24,0.7359,Patna,1200,44324
316,Galvanized Iron Sheet,1,0.8857,Pune,720,192640
514,Tiled Roof,33,0.736,Raichur,620,218724
99,Ceramic Tiles,44,0.7849,Wardha,1060,75359
418,Stone Slabs,32,0.7061,Jaisalmer,210,58019
83,Metal Roofs,12,0.8423,Bathinda,420,27890
177,Concrete Roof,2,0.6581,Bhopal,1150,129008
79,Ceramic Tiles,12,0.7776,Purnia,1350,78159
160,Tiled Roof,12,0.6877,Delhi,780,80796
567,Ceramic Tiles,34,0.8466,Patna,1200,535554
228,Lime-Finished Roofs,46,0.6828,Jaipur,650,91997
359,Stone Slabs,47,0.709,Kolkata,1800,420575
291,Lime-Finished Roofs,8,0.6288,Jaisalmer,210,36396
411,Concrete Roof,7,0.6355,Chennai,1400,350130
91,Ceramic Tiles,41,0.8298,Bathinda,420,29193
135,Ceramic Tiles,25,0.8557,Kolkata,1800,194846
560,Modern Composite Sheets,40,0.8537,Delhi,780,344939
522,Stone Slabs,30,0.6971,Anantapur,560,190704
449,Asbestos Sheet,18,0.7818,Chennai,1400,461435
103,Stone Slabs,28,0.686,Purnia,1350,88149
318,Tiled Roof,31,0.6833,Shillong,2900,590738
121,Galvanized Iron Sheet,23,0.87,Bhopal,1150,114195
543,Ceramic Tiles,34,0.7602,Gorakhpur,1250,473978
249,Tiled Roof,9,0.7075,Shillong,2900,490058
70,Concrete Roof,22,0.653,Patna,1200,51188
76,Lime-Finished Roofs,17,0.6693,Lucknow,1000,48382
490,Terracotta and Clay Tiles,10,0.8049,Pune,720,270149
282,Terracotta and Clay Tiles,19,0.8233,Bhopal,1150,253225
515,Modern Composite Sheets,30,0.8638,Lucknow,1000,414787
490,Metal Roofs,45,0.8402,Kolkata,1800,685783
555,Concrete Roof,21,0.6708,Mumbai,2250,783568
209,Galvanized Iron Sheet,50,0.8277,Bathinda,420,65813
542,Tiled Roof,19,0.6976,Jaisalmer,210,74726
365,Asbestos Sheet,27,0.7451,Patna,1200,303175
63,Lime-Finished Roofs,17,0.6377,Hisar,500,19024
72,Asbestos Sheet,44,0.7836,Sagar,1100,56964
