roof_type,roof_age,region,location,runoff_coefficient
Metal Roofs,35,Rural,Raichur,0.832
Lime-Finished Roofs,42,Urban,Pune,0.6653
Tiled Roof,13,Urban,Jaipur,0.7241
Terracotta and Clay Tiles,24,Rural,Jaisalmer,0.8044
Stone Slabs,10,Rural,Wardha,0.7009
Asbestos Sheet,12,Urban,Mumbai,0.7675
Lime-Finished Roofs,15,Rural,Anantapur,0.6667
Stone Slabs,31,Urban,Jaipur,0.7374
Concrete Roof,32,Rural,Sambalpur,0.6192
Lime-Finished Roofs,34,Urban,Kolkata,0.6644
Terracotta and Clay Tiles,16,Urban,Ahmedabad,0.7962
Terracotta and Clay Tiles,6,Urban,Chennai,0.8349
Ceramic Tiles,9,Urban,Patna,0.7946
Asbestos Sheet,49,Urban,Jaipur,0.7567
Modern Composite Sheets,25,Urban,Ahmedabad,0.8249
Terracotta and Clay Tiles,35,Urban,Pune,0.8296
Lime-Finished Roofs,31,Rural,Gorakhpur,0.6733
Tiled Roof,47,Urban,Pune,0.7255
Terracotta and Clay Tiles,47,Rural,Anantapur,0.8089
Terracotta and Clay Tiles,13,Rural,Tezpur,0.786
Lime-Finished Roofs,13,Urban,Lucknow,0.7016
Stone Slabs,26,Rural,Shillong,0.6984
Asbestos Sheet,28,Urban,Delhi,0.7599
Modern Composite Sheets,7,Rural,Hisar,0.8102
Modern Composite Sheets,10,Urban,Lucknow,0.8553
Asbestos Sheet,16,Urban,Pune,0.7636
Galvanized Iron Sheet,50,Rural,Shillong,0.8272
Lime-Finished Roofs,29,Urban,Pune,0.6744
Concrete Roof,50,Urban,Mumbai,0.6595
Concrete Roof,37,Rural,Tezpur,0.6664
Stone Slabs,26,Rural,Sambalpur,0.6775
Concrete Roof,22,Rural,Wardha,0.6501
Terracotta and Clay Tiles,35,Urban,Bhopal,0.8044
Stone Slabs,7,Rural,Jaisalmer,0.7028
Asbestos Sheet,43,Urban,Pune,0.7664
Stone Slabs,19,Urban,Lucknow,0.7044
Modern Composite Sheets,41,Rural,Shillong,0.8083
Terracotta and Clay Tiles,27,Urban,Kolkata,0.8112
Metal Roofs,35,Urban,Mumbai,0.8429
Modern Composite Sheets,49,Urban,Jaipur,0.8242
Asbestos Sheet,3,Rural,Sagar,0.7467
Terracotta and Clay Tiles,40,Rural,Anantapur,0.7963
Stone Slabs,21,Rural,Wardha,0.7273
Tiled Roof,36,Urban,Bengaluru,0.7034
Modern Composite Sheets,39,Urban,Chennai,0.8535
Galvanized Iron Sheet,5,Urban,Ahmedabad,0.883
Galvanized Iron Sheet,2,Rural,Anantapur,0.8569
Concrete Roof,35,Urban,Bhopal,0.6573
Galvanized Iron Sheet,19,Rural,Jaisalmer,0.8448
Ceramic Tiles,50,Urban,Mumbai,0.8239
Metal Roofs,50,Urban,Mumbai,0.85
Concrete Roof,41,Rural,Gorakhpur,0.6288
Terracotta and Clay Tiles,27,Rural,Tezpur,0.8045
Modern Composite Sheets,22,Urban,Lucknow,0.8431
Tiled Roof,9,Urban,Lucknow,0.6787
Stone Slabs,43,Urban,Patna,0.7099
Metal Roofs,19,Urban,Jaipur,0.8544
Tiled Roof,14,Rural,Sagar,0.6997
Stone Slabs,17,Rural,Shillong,0.7276
Modern Composite Sheets,12,Rural,Hisar,0.8277
Lime-Finished Roofs,36,Urban,Lucknow,0.6699
Modern Composite Sheets,36,Urban,Lucknow,0.8484
Stone Slabs,22,Rural,Shillong,0.6929
Ceramic Tiles,9,Urban,Mumbai,0.8143
Metal Roofs,27,Urban,Mumbai,0.8563
Lime-Finished Roofs,44,Rural,Raichur,0.6322
Metal Roofs,29,Urban,Ahmedabad,0.8882
Ceramic Tiles,38,Rural,Purnia,0.807
Ceramic Tiles,5,Rural,Anantapur,0.7898
Tiled Roof,35,Rural,Raichur,0.6993
Asbestos Sheet,36,Rural,Tezpur,0.7565
Modern Composite Sheets,38,Urban,Jaipur,0.8149
Metal Roofs,36,Urban,Lucknow,0.8561
Lime-Finished Roofs,21,Rural,Tezpur,0.6124
Modern Composite Sheets,14,Urban,Patna,0.8261
Tiled Roof,43,Urban,Chennai,0.7113
Ceramic Tiles,4,Urban,Bhopal,0.824
Concrete Roof,20,Rural,Bathinda,0.6573
Galvanized Iron Sheet,29,Urban,Pune,0.8719
Stone Slabs,30,Rural,Hisar,0.7051
Galvanized Iron Sheet,10,Rural,Purnia,0.8463
Metal Roofs,23,Rural,Tezpur,0.8544
Modern Composite Sheets,35,Rural,Raichur,0.8114
Concrete Roof,18,Urban,Lucknow,0.6984
Modern Composite Sheets,2,Urban,Bhopal,0.8257
Stone Slabs,36,Rural,Gorakhpur,0.6705
Ceramic Tiles,34,Urban,Ahmedabad,0.8054
Asbestos Sheet,28,Urban,Ahmedabad,0.7737
Tiled Roof,14,Rural,Shillong,0.6881
Terracotta and Clay Tiles,6,Rural,Hisar,0.8008
Modern Composite Sheets,6,Urban,Bengaluru,0.8509
Asbestos Sheet,1,Urban,Bhopal,0.7758
Metal Roofs,38,Urban,Hyderabad,0.8564
Concrete Roof,22,Urban,Patna,0.6692
Metal Roofs,31,Rural,Jaisalmer,0.8336
Modern Composite Sheets,25,Urban,Pune,0.8332
Asbestos Sheet,3,Urban,Lucknow,0.763
Asbestos Sheet,12,Rural,Sambalpur,0.7435
Terracotta and Clay Tiles,17,Rural,Hisar,0.7836
Lime-Finished Roofs,8,Urban,Ahmedabad,0.6895
Asbestos Sheet,38,Urban,Jaipur,0.744
Tiled Roof,9,Urban,Pune,0.7194
Asbestos Sheet,39,Rural,Jaisalmer,0.7731
Asbestos Sheet,22,Rural,Tezpur,0.7299
Galvanized Iron Sheet,39,Urban,Ahmedabad,0.8638
Lime-Finished Roofs,22,Urban,Bhopal,0.6787
Tiled Roof,28,Rural,Bathinda,0.6936
Ceramic Tiles,49,Rural,Gorakhpur,0.7764
Stone Slabs,34,Urban,Delhi,0.702
Concrete Roof,48,Rural,Bathinda,0.6517
Modern Composite Sheets,36,Urban,Ahmedabad,0.8332
Concrete Roof,34,Rural,Sagar,0.6452
Terracotta and Clay Tiles,32,Urban,Hyderabad,0.8063
Modern Composite Sheets,48,Urban,Bengaluru,0.8565
Tiled Roof,35,Rural,Bathinda,0.6974
Ceramic Tiles,31,Rural,Wardha,0.8116
Tiled Roof,14,Rural,Sagar,0.6962
Stone Slabs,5,Urban,Hyderabad,0.7278
Stone Slabs,14,Urban,Lucknow,0.7054
Metal Roofs,26,Rural,Hisar,0.8309
Ceramic Tiles,36,Rural,Shillong,0.7828
Asbestos Sheet,8,Rural,Bathinda,0.7594
Ceramic Tiles,47,Urban,Patna,0.8291
Ceramic Tiles,35,Urban,Delhi,0.8126
Asbestos Sheet,30,Urban,Bhopal,0.765
Metal Roofs,38,Rural,Gorakhpur,0.8475
Lime-Finished Roofs,24,Rural,Bathinda,0.6631
Lime-Finished Roofs,28,Rural,Sagar,0.6335
Galvanized Iron Sheet,23,Rural,Wardha,0.8516
Lime-Finished Roofs,11,Urban,Kolkata,0.6706
Stone Slabs,48,Urban,Hyderabad,0.688
Terracotta and Clay Tiles,48,Urban,Bhopal,0.7901
Ceramic Tiles,2,Urban,Hyderabad,0.8227
Ceramic Tiles,40,Urban,Lucknow,0.8238
Tiled Roof,2,Urban,Mumbai,0.7223
Terracotta and Clay Tiles,7,Urban,Bhopal,0.825
Stone Slabs,15,Rural,Bathinda,0.6974
Lime-Finished Roofs,37,Urban,Kolkata,0.6551
Concrete Roof,29,Urban,Kolkata,0.6705
Lime-Finished Roofs,3,Rural,Raichur,0.6682
Tiled Roof,50,Rural,Hisar,0.7007
Galvanized Iron Sheet,6,Urban,Pune,0.8486
Lime-Finished Roofs,36,Urban,Mumbai,0.6774
Ceramic Tiles,2,Rural,Raichur,0.7989
Galvanized Iron Sheet,7,Rural,Wardha,0.8622
Metal Roofs,10,Rural,Shillong,0.8399
Galvanized Iron Sheet,7,Rural,Gorakhpur,0.8383
Metal Roofs,9,Urban,Delhi,0.8475
Concrete Roof,10,Rural,Gorakhpur,0.6641
Modern Composite Sheets,46,Rural,Gorakhpur,0.8119
Tiled Roof,13,Urban,Hyderabad,0.7135
Asbestos Sheet,46,Urban,Bhopal,0.7761
Galvanized Iron Sheet,34,Rural,Hisar,0.8177
Lime-Finished Roofs,44,Rural,Tezpur,0.6282
Terracotta and Clay Tiles,50,Rural,Bathinda,0.7972
Metal Roofs,32,Rural,Sagar,0.852
Modern Composite Sheets,37,Rural,Wardha,0.8385
Asbestos Sheet,31,Urban,Hyderabad,0.784
Galvanized Iron Sheet,16,Rural,Bathinda,0.8358
Tiled Roof,18,Rural,Bathinda,0.6608
Stone Slabs,3,Rural,Jaisalmer,0.7029
Tiled Roof,14,Urban,Mumbai,0.7283
Modern Composite Sheets,23,Urban,Jaipur,0.8414
Asbestos Sheet,25,Urban,Delhi,0.7711
Metal Roofs,39,Urban,Patna,0.8128
Asbestos Sheet,33,Rural,Jaisalmer,0.7752
Modern Composite Sheets,15,Rural,Purnia,0.8302
Galvanized Iron Sheet,24,Urban,Lucknow,0.8574
Tiled Roof,49,Rural,Sambalpur,0.6975
Terracotta and Clay Tiles,45,Rural,Anantapur,0.7835
Ceramic Tiles,8,Urban,Patna,0.8645
Concrete Roof,33,Rural,Shillong,0.6338
Stone Slabs,32,Urban,Lucknow,0.7052
Ceramic Tiles,11,Urban,Jaipur,0.8207
Metal Roofs,10,Urban,Bengaluru,0.8662
Concrete Roof,30,Urban,Kolkata,0.6693
Metal Roofs,20,Rural,Raichur,0.8103
Galvanized Iron Sheet,11,Rural,Hisar,0.8347
Terracotta and Clay Tiles,2,Urban,Jaipur,0.8188
Ceramic Tiles,10,Urban,Delhi,0.8243
Concrete Roof,20,Rural,Hisar,0.6584
Modern Composite Sheets,11,Rural,Purnia,0.8303
Concrete Roof,45,Urban,Jaipur,0.6664
Modern Composite Sheets,11,Urban,Bhopal,0.8632
Modern Composite Sheets,31,Rural,Gorakhpur,0.8251
Asbestos Sheet,27,Urban,Ahmedabad,0.7765
Metal Roofs,50,Urban,Delhi,0.8648
Tiled Roof,34,Rural,Tezpur,0.6711
Modern Composite Sheets,46,Urban,Pune,0.8412
Metal Roofs,16,Urban,Hyderabad,0.8706
Modern Composite Sheets,26,Urban,Lucknow,0.8415
Terracotta and Clay Tiles,48,Urban,Mumbai,0.7825
Terracotta and Clay Tiles,20,Rural,Hisar,0.823
Asbestos Sheet,14,Rural,Tezpur,0.7466
Galvanized Iron Sheet,24,Rural,Gorakhpur,0.8316
Galvanized Iron Sheet,4,Urban,Bhopal,0.8639
Concrete Roof,28,Urban,Bengaluru,0.682
Metal Roofs,25,Urban,Bhopal,0.8889
Metal Roofs,6,Rural,Anantapur,0.8231
Galvanized Iron Sheet,18,Rural,Gorakhpur,0.8653
Metal Roofs,2,Urban,Kolkata,0.8848
Tiled Roof,46,Rural,Sagar,0.6803
Lime-Finished Roofs,1,Rural,Raichur,0.675
Modern Composite Sheets,11,Urban,Jaipur,0.8311
Modern Composite Sheets,28,Urban,Patna,0.8279
Metal Roofs,15,Urban,Chennai,0.8486
Ceramic Tiles,25,Urban,Lucknow,0.8281
Concrete Roof,24,Rural,Sambalpur,0.6544
Ceramic Tiles,25,Rural,Hisar,0.7746
Modern Composite Sheets,35,Urban,Chennai,0.8373
Tiled Roof,15,Urban,Jaipur,0.7167
Metal Roofs,13,Rural,Purnia,0.8436
Tiled Roof,28,Rural,Anantapur,0.7214
Asbestos Sheet,47,Rural,Sambalpur,0.7356
Tiled Roof,16,Urban,Kolkata,0.7297
Concrete Roof,38,Rural,Purnia,0.6632
Terracotta and Clay Tiles,9,Urban,Delhi,0.8175
Metal Roofs,28,Urban,Patna,0.8717
Galvanized Iron Sheet,11,Urban,Chennai,0.8449
Tiled Roof,33,Rural,Bathinda,0.6894
Concrete Roof,28,Rural,Wardha,0.6311
Ceramic Tiles,28,Rural,Sagar,0.7814
Stone Slabs,19,Urban,Mumbai,0.7381
Galvanized Iron Sheet,14,Rural,Wardha,0.8659
Terracotta and Clay Tiles,29,Rural,Sambalpur,0.7969
Stone Slabs,27,Rural,Purnia,0.7064
Modern Composite Sheets,12,Rural,Purnia,0.8463
Terracotta and Clay Tiles,16,Urban,Bhopal,0.8176
Lime-Finished Roofs,13,Rural,Sambalpur,0.6357
Asbestos Sheet,12,Rural,Gorakhpur,0.7318
Tiled Roof,43,Urban,Kolkata,0.7362
Stone Slabs,37,Urban,Bengaluru,0.7173
Terracotta and Clay Tiles,18,Urban,Pune,0.7926
Tiled Roof,13,Urban,Ahmedabad,0.7258
Ceramic Tiles,2,Rural,Raichur,0.7926
Ceramic Tiles,5,Rural,Jaisalmer,0.8163
Modern Composite Sheets,47,Rural,Bathinda,0.8426
Terracotta and Clay Tiles,28,Urban,Bhopal,0.8076
Concrete Roof,43,Rural,Purnia,0.6691
Tiled Roof,35,Urban,Bhopal,0.7287
Stone Slabs,19,Rural,Shillong,0.6938
Modern Composite Sheets,11,Urban,Lucknow,0.8179
Concrete Roof,30,Rural,Jaisalmer,0.6478
Ceramic Tiles,31,Urban,Pune,0.8078
Lime-Finished Roofs,20,Rural,Jaisalmer,0.654
Modern Composite Sheets,5,Urban,Chennai,0.8238
Lime-Finished Roofs,1,Rural,Purnia,0.645
Ceramic Tiles,44,Rural,Sambalpur,0.7899
Terracotta and Clay Tiles,15,Urban,Lucknow,0.8203
Stone Slabs,32,Urban,Mumbai,0.7292
Ceramic Tiles,24,Urban,Kolkata,0.8206
Asbestos Sheet,18,Urban,Hyderabad,0.7734
Stone Slabs,30,Urban,Bhopal,0.7028
Metal Roofs,12,Urban,Mumbai,0.8744
Metal Roofs,22,Rural,Purnia,0.8507
Modern Composite Sheets,3,Urban,Pune,0.8799
Modern Composite Sheets,4,Urban,Kolkata,0.845
Asbestos Sheet,45,Urban,Hyderabad,0.7892
Galvanized Iron Sheet,11,Urban,Bhopal,0.8566
Tiled Roof,16,Urban,Delhi,0.7265
Metal Roofs,26,Urban,Hyderabad,0.8693
Tiled Roof,42,Urban,Ahmedabad,0.7488
Tiled Roof,27,Urban,Pune,0.7297
Asbestos Sheet,8,Urban,Chennai,0.7493
Modern Composite Sheets,27,Urban,Ahmedabad,0.8561
Terracotta and Clay Tiles,43,Urban,Delhi,0.8113
Lime-Finished Roofs,44,Rural,Hisar,0.6535
Ceramic Tiles,35,Rural,Gorakhpur,0.7803
Galvanized Iron Sheet,25,Urban,Bengaluru,0.8665
Modern Composite Sheets,24,Rural,Sambalpur,0.835
Terracotta and Clay Tiles,38,Urban,Bengaluru,0.7807
Asbestos Sheet,4,Rural,Gorakhpur,0.7329
Terracotta and Clay Tiles,42,Urban,Delhi,0.8278
Modern Composite Sheets,1,Rural,Shillong,0.8301
Lime-Finished Roofs,11,Urban,Pune,0.6601
Metal Roofs,27,Urban,Mumbai,0.877
Terracotta and Clay Tiles,20,Rural,Purnia,0.7827
Metal Roofs,12,Urban,Bengaluru,0.8643
Concrete Roof,17,Urban,Jaipur,0.6574
Lime-Finished Roofs,24,Rural,Raichur,0.6523
Lime-Finished Roofs,2,Rural,Wardha,0.6361
Modern Composite Sheets,42,Urban,Bengaluru,0.8434
Stone Slabs,40,Rural,Jaisalmer,0.6706
Asbestos Sheet,36,Urban,Delhi,0.7687
Galvanized Iron Sheet,40,Rural,Gorakhpur,0.8275
Galvanized Iron Sheet,37,Urban,Bhopal,0.8599
Tiled Roof,43,Rural,Jaisalmer,0.6821
Concrete Roof,13,Rural,Sambalpur,0.6443
Terracotta and Clay Tiles,2,Rural,Hisar,0.8039
Terracotta and Clay Tiles,15,Urban,Pune,0.8224
Ceramic Tiles,29,Rural,Anantapur,0.8026
Concrete Roof,32,Urban,Pune,0.6451
Terracotta and Clay Tiles,37,Urban,Bhopal,0.8132
Metal Roofs,42,Rural,Tezpur,0.8528
Lime-Finished Roofs,35,Rural,Raichur,0.6231
Galvanized Iron Sheet,18,Urban,Ahmedabad,0.8495
Stone Slabs,2,Rural,Gorakhpur,0.6993
Concrete Roof,7,Rural,Tezpur,0.645
Tiled Roof,31,Urban,Patna,0.7108
Modern Composite Sheets,1,Urban,Lucknow,0.8201
Tiled Roof,44,Urban,Chennai,0.7174
Tiled Roof,12,Urban,Ahmedabad,0.715
Tiled Roof,37,Urban,Jaipur,0.7111
Concrete Roof,47,Urban,Lucknow,0.666
Concrete Roof,13,Urban,Lucknow,0.6579
Concrete Roof,26,Rural,Sambalpur,0.665
Terracotta and Clay Tiles,2,Rural,Sambalpur,0.7958
Galvanized Iron Sheet,29,Rural,Shillong,0.8544
Modern Composite Sheets,8,Rural,Sambalpur,0.8534
Galvanized Iron Sheet,14,Rural,Bathinda,0.8418
Concrete Roof,31,Rural,Anantapur,0.6417
Stone Slabs,43,Urban,Hyderabad,0.7176
Asbestos Sheet,39,Urban,Ahmedabad,0.7776
Galvanized Iron Sheet,15,Rural,Gorakhpur,0.8182
Modern Composite Sheets,47,Urban,Mumbai,0.8288
Concrete Roof,10,Rural,Bathinda,0.657
Modern Composite Sheets,37,Rural,Tezpur,0.812
Concrete Roof,14,Urban,Lucknow,0.6652
Modern Composite Sheets,18,Urban,Bengaluru,0.8534
Terracotta and Clay Tiles,38,Rural,Hisar,0.802
Terracotta and Clay Tiles,5,Urban,Delhi,0.7722
Lime-Finished Roofs,16,Rural,Anantapur,0.6388
Stone Slabs,28,Rural,Shillong,0.7095
Tiled Roof,42,Urban,Patna,0.6905
Lime-Finished Roofs,48,Rural,Sambalpur,0.642
Ceramic Tiles,15,Urban,Mumbai,0.8155
Asbestos Sheet,24,Urban,Patna,0.7509
Modern Composite Sheets,42,Rural,Sambalpur,0.8441
Stone Slabs,6,Urban,Mumbai,0.6986
Terracotta and Clay Tiles,34,Rural,Hisar,0.7929
Concrete Roof,24,Rural,Bathinda,0.6703
Lime-Finished Roofs,48,Urban,Jaipur,0.68
Tiled Roof,11,Urban,Lucknow,0.7215
Concrete Roof,24,Rural,Jaisalmer,0.6481
Lime-Finished Roofs,2,Rural,Shillong,0.6591
Metal Roofs,8,Urban,Patna,0.8802
Ceramic Tiles,37,Urban,Delhi,0.806
Metal Roofs,30,Urban,Delhi,0.8727
Modern Composite Sheets,13,Urban,Jaipur,0.827
Galvanized Iron Sheet,15,Urban,Lucknow,0.8788
Ceramic Tiles,23,Urban,Jaipur,0.8328
Lime-Finished Roofs,22,Rural,Tezpur,0.6358
Lime-Finished Roofs,26,Rural,Gorakhpur,0.6643
Concrete Roof,11,Urban,Hyderabad,0.6403
Modern Composite Sheets,48,Rural,Jaisalmer,0.8377
Lime-Finished Roofs,17,Urban,Pune,0.6745
Stone Slabs,41,Rural,Tezpur,0.6874
Stone Slabs,2,Urban,Ahmedabad,0.7224
Galvanized Iron Sheet,41,Urban,Hyderabad,0.8601
Modern Composite Sheets,8,Urban,Kolkata,0.8559
Metal Roofs,45,Rural,Sagar,0.8359
Concrete Roof,24,Urban,Pune,0.6589
Galvanized Iron Sheet,9,Rural,Purnia,0.8511
Modern Composite Sheets,1,Rural,Jaisalmer,0.8025
Lime-Finished Roofs,31,Urban,Pune,0.6471
Ceramic Tiles,14,Urban,Bengaluru,0.8436
Concrete Roof,42,Urban,Kolkata,0.6849
Stone Slabs,4,Urban,Kolkata,0.7002
Modern Composite Sheets,32,Urban,Ahmedabad,0.836
Ceramic Tiles,32,Rural,Jaisalmer,0.7947
Concrete Roof,6,Rural,Raichur,0.6721
Galvanized Iron Sheet,15,Urban,Chennai,0.8629
Stone Slabs,19,Rural,Purnia,0.7174
Metal Roofs,33,Urban,Bengaluru,0.8592
Lime-Finished Roofs,49,Urban,Delhi,0.647
Galvanized Iron Sheet,27,Rural,Shillong,0.8365
Concrete Roof,10,Urban,Patna,0.655
Galvanized Iron Sheet,26,Urban,Ahmedabad,0.8347
Tiled Roof,30,Rural,Sambalpur,0.6984
Galvanized Iron Sheet,28,Urban,Pune,0.8913
Lime-Finished Roofs,18,Urban,Pune,0.6439
Terracotta and Clay Tiles,35,Urban,Chennai,0.8519
Galvanized Iron Sheet,10,Urban,Jaipur,0.8641
Galvanized Iron Sheet,35,Rural,Tezpur,0.8357
Ceramic Tiles,28,Urban,Hyderabad,0.8097
Tiled Roof,48,Urban,Ahmedabad,0.6987
Galvanized Iron Sheet,6,Rural,Jaisalmer,0.8368
Metal Roofs,40,Urban,Bengaluru,0.8814
Concrete Roof,34,Urban,Jaipur,0.6797
Modern Composite Sheets,9,Rural,Hisar,0.8316
Modern Composite Sheets,23,Urban,Bengaluru,0.8639
Galvanized Iron Sheet,20,Rural,Tezpur,0.8493
Concrete Roof,41,Urban,Bhopal,0.6851
Modern Composite Sheets,1,Urban,Ahmedabad,0.8421
Galvanized Iron Sheet,32,Rural,Hisar,0.8474
Concrete Roof,43,Rural,Sambalpur,0.6064
Lime-Finished Roofs,3,Rural,Anantapur,0.6345
Modern Composite Sheets,11,Rural,Gorakhpur,0.8319
Stone Slabs,11,Urban,Ahmedabad,0.7219
Galvanized Iron Sheet,42,Urban,Patna,0.8568
Concrete Roof,41,Rural,Shillong,0.6409
Lime-Finished Roofs,9,Urban,Hyderabad,0.6734
Asbestos Sheet,36,Rural,Wardha,0.7633
Asbestos Sheet,13,Rural,Purnia,0.7422
Tiled Roof,18,Rural,Purnia,0.7143
Galvanized Iron Sheet,50,Urban,Bengaluru,0.8813
Tiled Roof,35,Urban,Kolkata,0.7063
Metal Roofs,2,Urban,Lucknow,0.8371
Stone Slabs,45,Urban,Kolkata,0.7118
Concrete Roof,37,Urban,Hyderabad,0.6672
Concrete Roof,12,Rural,Purnia,0.6729
Modern Composite Sheets,12,Rural,Bathinda,0.8327
Modern Composite Sheets,43,Rural,Sagar,0.8123
Stone Slabs,33,Urban,Delhi,0.7078
Metal Roofs,30,Urban,Hyderabad,0.8698
Lime-Finished Roofs,44,Rural,Hisar,0.6088
Modern Composite Sheets,21,Urban,Pune,0.8403
Stone Slabs,1,Rural,Gorakhpur,0.7037
Metal Roofs,42,Urban,Lucknow,0.87
Metal Roofs,4,Rural,Wardha,0.8508
Terracotta and Clay Tiles,21,Rural,Bathinda,0.7898
Metal Roofs,20,Rural,Sagar,0.8588
Metal Roofs,11,Rural,Purnia,0.8516
Modern Composite Sheets,23,Urban,Bhopal,0.8606
Galvanized Iron Sheet,3,Urban,Ahmedabad,0.8572
Modern Composite Sheets,35,Rural,Anantapur,0.8399
Asbestos Sheet,49,Urban,Bengaluru,0.7567
Terracotta and Clay Tiles,47,Rural,Hisar,0.8008
Metal Roofs,11,Rural,Tezpur,0.8632
Ceramic Tiles,17,Urban,Bhopal,0.8144
Stone Slabs,40,Urban,Delhi,0.7066
Terracotta and Clay Tiles,32,Rural,Anantapur,0.8144
Lime-Finished Roofs,45,Rural,Raichur,0.6491
Lime-Finished Roofs,23,Urban,Chennai,0.6644
Asbestos Sheet,21,Urban,Patna,0.801
Concrete Roof,3,Rural,Shillong,0.6703
Terracotta and Clay Tiles,46,Urban,Bhopal,0.8234
Galvanized Iron Sheet,9,Rural,Jaisalmer,0.8709
Metal Roofs,49,Urban,Ahmedabad,0.8527
Concrete Roof,39,Urban,Bengaluru,0.6911
Galvanized Iron Sheet,49,Urban,Mumbai,0.8677
Metal Roofs,42,Urban,Mumbai,0.8888
Tiled Roof,9,Rural,Sambalpur,0.702
Terracotta and Clay Tiles,6,Urban,Bengaluru,0.8486
Stone Slabs,23,Urban,Chennai,0.6855
Terracotta and Clay Tiles,42,Rural,Wardha,0.795
Galvanized Iron Sheet,45,Rural,Raichur,0.8342
Terracotta and Clay Tiles,36,Urban,Lucknow,0.8066
Concrete Roof,29,Urban,Patna,0.6955
Concrete Roof,18,Rural,Tezpur,0.6638
Terracotta and Clay Tiles,9,Rural,Wardha,0.7883
Modern Composite Sheets,8,Rural,Shillong,0.823
Ceramic Tiles,26,Urban,Mumbai,0.81
Tiled Roof,26,Rural,Sambalpur,0.6856
Modern Composite Sheets,21,Rural,Hisar,0.8209
Lime-Finished Roofs,2,Urban,Hyderabad,0.6713
Terracotta and Clay Tiles,13,Rural,Anantapur,0.8155
Lime-Finished Roofs,29,Rural,Anantapur,0.6466
Tiled Roof,17,Urban,Hyderabad,0.7309
Metal Roofs,33,Urban,Patna,0.8423
Terracotta and Clay Tiles,8,Urban,Chennai,0.8102
Stone Slabs,9,Urban,Mumbai,0.701
Terracotta and Clay Tiles,22,Rural,Sagar,0.8041
Galvanized Iron Sheet,34,Rural,Sagar,0.8494
Tiled Roof,38,Urban,Mumbai,0.7171
Modern Composite Sheets,47,Rural,Purnia,0.8006
Tiled Roof,38,Urban,Patna,0.7393
Ceramic Tiles,29,Rural,Anantapur,0.8042
Ceramic Tiles,16,Rural,Sambalpur,0.8081
Tiled Roof,30,Rural,Anantapur,0.7103
Galvanized Iron Sheet,47,Urban,Lucknow,0.8608
Modern Composite Sheets,16,Rural,Raichur,0.836
Lime-Finished Roofs,45,Urban,Lucknow,0.6688
Terracotta and Clay Tiles,46,Urban,Mumbai,0.8232
Terracotta and Clay Tiles,9,Urban,Patna,0.8069
Stone Slabs,48,Urban,Patna,0.6917
Tiled Roof,27,Urban,Lucknow,0.7164
Galvanized Iron Sheet,16,Rural,Tezpur,0.8511
Terracotta and Clay Tiles,32,Rural,Shillong,0.7853
Asbestos Sheet,49,Rural,Bathinda,0.7456
Terracotta and Clay Tiles,38,Urban,Bhopal,0.8454
Lime-Finished Roofs,22,Urban,Bhopal,0.6395
Ceramic Tiles,27,Urban,Bengaluru,0.7947
Metal Roofs,7,Rural,Gorakhpur,0.8371
Stone Slabs,4,Urban,Kolkata,0.7127
Stone Slabs,2,Urban,Patna,0.7195
Asbestos Sheet,20,Rural,Shillong,0.737
Ceramic Tiles,28,Urban,Mumbai,0.8057
Concrete Roof,13,Urban,Patna,0.6733
Ceramic Tiles,19,Rural,Anantapur,0.7829
Modern Composite Sheets,19,Rural,Sagar,0.817
Ceramic Tiles,18,Rural,Hisar,0.7878
Ceramic Tiles,20,Urban,Pune,0.7986
Concrete Roof,45,Urban,Hyderabad,0.6847
Galvanized Iron Sheet,39,Rural,Sagar,0.825
Lime-Finished Roofs,22,Urban,Patna,0.6984
Concrete Roof,48,Urban,Patna,0.6646
Metal Roofs,47,Urban,Jaipur,0.8642
Galvanized Iron Sheet,11,Rural,Sagar,0.8624
Asbestos Sheet,35,Rural,Hisar,0.7451
Modern Composite Sheets,21,Urban,Mumbai,0.847
Tiled Roof,50,Rural,Raichur,0.7078
Stone Slabs,10,Rural,Gorakhpur,0.7022
Galvanized Iron Sheet,28,Urban,Kolkata,0.8666
Lime-Finished Roofs,28,Rural,Sambalpur,0.6382
Asbestos Sheet,38,Rural,Gorakhpur,0.7446
Stone Slabs,31,Urban,Jaipur,0.7161
Ceramic Tiles,18,Rural,Wardha,0.7914
Terracotta and Clay Tiles,37,Urban,Delhi,0.8392
Concrete Roof,46,Urban,Delhi,0.6405
Asbestos Sheet,1,Urban,Bengaluru,0.7833
Concrete Roof,22,Urban,Bengaluru,0.6515
Modern Composite Sheets,41,Rural,Tezpur,0.812
Modern Composite Sheets,6,Urban,Pune,0.8588
Terracotta and Clay Tiles,32,Rural,Sagar,0.8088
Metal Roofs,10,Rural,Tezpur,0.8562
Metal Roofs,39,Rural,Purnia,0.8755
Concrete Roof,18,Rural,Anantapur,0.6547
Concrete Roof,6,Rural,Wardha,0.6431
Modern Composite Sheets,28,Rural,Purnia,0.8132
Metal Roofs,45,Rural,Gorakhpur,0.8282
Lime-Finished Roofs,47,Rural,Anantapur,0.6279
Stone Slabs,41,Rural,Gorakhpur,0.7127
Ceramic Tiles,12,Rural,Anantapur,0.8195
Lime-Finished Roofs,16,Rural,Raichur,0.6414
Tiled Roof,4,Urban,Delhi,0.7112
